-1.1883	1.45639	0.078125	0.0455122	-3.26121
-1.05574	1.3179	0.0781265	0.0411852	-2.67446
-1.02441	1.25195	0.0781518	0.0391369	-2.65261
-0.994157	1.19035	0.0782427	0.0372544	-2.63434
-0.964843	1.14154	0.0784176	0.0358067	-2.61092
-0.936319	1.10298	0.0787116	0.0347271	-2.59192
-0.908646	1.07917	0.079609	0.0343646	-2.5507
-0.882775	1.0738	0.0831435	0.0357117	-2.45167
-0.860143	1.10179	0.0933071	0.0411221	-2.28281
-0.84146	1.15769	0.110979	0.0513915	-2.10312
-0.825974	1.21542	0.130164	0.0632818	-1.96879
-0.812382	1.26011	0.146092	0.0736366	-1.88057
-0.800092	1.29715	0.159961	0.0829969	-1.80677
-0.78879	1.32784	0.171881	0.0912924	-1.74899
-0.778183	1.35267	0.181899	0.09842	-1.70422
-0.768103	1.37396	0.190683	0.104796	-1.66667
-0.758444	1.39392	0.199152	0.111041	-1.63015
-0.749202	1.41416	0.207901	0.117602	-1.59268
-0.74035	1.43487	0.217091	0.124599	-1.55449
-0.73188	1.45606	0.226709	0.132041	-1.5163
-0.723771	1.47745	0.23667	0.139867	-1.47793
-0.716004	1.49864	0.246786	0.147937	-1.44052
-0.708549	1.51924	0.256872	0.156101	-1.40508
-0.701382	1.53903	0.266776	0.16423	-1.3712
-0.694473	1.55788	0.276421	0.172252	-1.33915
-0.687801	1.57576	0.285756	0.180113	-1.30922
-0.68134	1.59275	0.294769	0.187797	-1.28126
-0.675071	1.60893	0.3035	0.195324	-1.255
-0.668974	1.62453	0.31203	0.202761	-1.23
-0.663039	1.63974	0.320458	0.210187	-1.20567
-0.657256	1.65474	0.328877	0.217683	-1.18166
-0.65162	1.66966	0.337357	0.225308	-1.15792
-0.646123	1.68454	0.345929	0.233092	-1.13427
-0.640764	1.69934	0.354575	0.241017	-1.11073
-0.635535	1.714	0.363252	0.249046	-1.08752
-0.63043	1.72843	0.371908	0.257127	-1.06492
-0.625443	1.74256	0.380491	0.265211	-1.04301
