-1.15568	1.45639	0.078125	0.0455122	-3.26121
-1.029	1.31792	0.0781286	0.0411868	-2.67328
-0.99791	1.25202	0.0781634	0.039145	-2.64777
-0.967849	1.19056	0.0782787	0.0372783	-2.6271
-0.938771	1.14191	0.0784815	0.0358476	-2.6035
-0.91045	1.10405	0.0788988	0.0348434	-2.58063
-0.883277	1.08389	0.0805128	0.0349069	-2.51956
-0.858573	1.08983	0.0866532	0.037775	-2.38329
-0.83776	1.13348	0.101187	0.0458777	-2.19239
-0.82085	1.19563	0.121527	0.0581204	-2.02137
-0.806569	1.24836	0.140137	0.0699766	-1.91326
-0.793833	1.28886	0.15533	0.0800792	-1.83013
-0.782243	1.32272	0.168576	0.0891914	-1.76431
-0.771481	1.35026	0.179688	0.0970504	-1.71364
-0.761297	1.37334	0.189283	0.10398	-1.67253
-0.751594	1.39476	0.198317	0.110642	-1.63387
-0.742315	1.4161	0.207552	0.117566	-1.5943
-0.733462	1.438	0.217236	0.124954	-1.55411
-0.725002	1.46033	0.227393	0.132827	-1.51382
-0.716926	1.48287	0.237915	0.141119	-1.47339
-0.709208	1.50509	0.24858	0.149654	-1.43414
-0.701813	1.52658	0.259167	0.158255	-1.39718
-0.694712	1.54706	0.269521	0.166786	-1.36205
-0.68788	1.56651	0.279566	0.175177	-1.32906
-0.681286	1.58494	0.289276	0.183394	-1.2983
-0.674906	1.60243	0.298663	0.191434	-1.26956
-0.66872	1.61918	0.307789	0.199346	-1.24247
-0.66271	1.63538	0.316749	0.207202	-1.21649
-0.656865	1.65126	0.325646	0.21509	-1.19104
-0.651176	1.66698	0.334575	0.223092	-1.16592
-0.645638	1.68263	0.343592	0.231256	-1.14097
-0.640244	1.69821	0.352693	0.239579	-1.1161
-0.63499	1.71363	0.361835	0.248021	-1.09155
-0.629869	1.7288	0.370955	0.256523	-1.06762
-0.624873	1.74365	0.379999	0.265033	-1.04451
-0.619993	1.7581	0.388925	0.273508	-1.02216
-0.615224	1.77218	0.397717	0.281931	-1.00056
-0.610559	1.78588	0.406378	0.290298	-0.979679
-0.605992	1.79924	0.414912	0.298611	-0.95949
-0.601516	1.81229	0.423332	0.30688	-0.939942
-0.597128	1.82507	0.431662	0.315125	-0.92096
-0.592823	1.83763	0.439928	0.32337	-0.902438
-0.588597	1.85002	0.448157	0.33164	-0.884239
-0.584447	1.86227	0.456376	0.339957	-0.866229
-0.580371	1.8744	0.464594	0.348333	-0.848362
-0.576367	1.8864	0.472807	0.356761	-0.830668
-0.572433	1.89826	0.480999	0.365224	-0.813219
-0.568566	1.90994	0.489153	0.373702	-0.796116
-0.564763	1.92144	0.497248	0.382174	-0.77943
-0.561021	1.93274	0.505272	0.390623	-0.763153
-0.557338	1.94383	0.513216	0.399042	-0.747238
-0.553711	1.95472	0.521079	0.407425	-0.731673
-0.550139	1.96542	0.528864	0.415776	-0.716451
-0.546618	1.97593	0.536576	0.424095	-0.701563
-0.543148	1.98628	0.544219	0.432389	-0.686998
-0.539725	1.99647	0.551806	0.440666	-0.672731
-0.536349	2.00653	0.559342	0.448935	-0.658731
-0.533017	2.01647	0.56684	0.457206	-0.644931
-0.529729	2.02628	0.574306	0.465483	-0.63128
-0.526483	2.036	0.581741	0.473769	-0.617759
-0.523279	2.0456	0.589145	0.482062	-0.604385
-0.520115	2.05508	0.596513	0.490354	-0.591177
-0.51699	2.06445	0.603838	0.498637	-0.57818
-0.513903	2.07369	0.611112	0.506903	-0.565414
-0.510852	2.0828	0.61833	0.515142	-0.552902
-0.507837	2.09177	0.625486	0.523348	-0.540626
-0.504856	2.1006	0.632577	0.531517	-0.528568
-0.501908	2.10931	0.639603	0.539647	-0.516719
-0.498992	2.11788	0.646564	0.547738	-0.505079
-0.496107	2.12633	0.653463	0.555791	-0.493644
-0.493252	2.13466	0.660302	0.563807	-0.482415
-0.490427	2.14287	0.667083	0.57179	-0.471379
-0.48763	2.15098	0.673811	0.579742	-0.460532
-0.48486	2.15898	0.68049	0.587666	-0.449842
-0.482118	2.16689	0.68712	0.595565	-0.439297
-0.479401	2.1747	0.693705	0.603439	-0.42887
-0.476711	2.18241	0.700243	0.611287	-0.41856
-0.474045	2.19002	0.706734	0.619106	-0.408376
-0.471404	2.19754	0.713175	0.626894	-0.398325
-0.468786	2.20496	0.719563	0.634644	-0.388427
-0.466192	2.21228	0.725894	0.642352	-0.378684
-0.463621	2.21949	0.732164	0.650012	-0.369116
-0.461071	2.2266	0.738372	0.657622	-0.359714
-0.458542	2.23359	0.744514	0.665176	-0.350477
-0.456035	2.24048	0.750588	0.672672	-0.341394
-0.453547	2.24727	0.756594	0.680108	-0.332463
-0.451079	2.25395	0.762532	0.687482	-0.323684
-0.44863	2.26052	0.768401	0.694794	-0.315055
-0.4462	2.26699	0.774202	0.702044	-0.306577
-0.443787	2.27336	0.779936	0.709231	-0.298248
-0.441393	2.27963	0.785603	0.716355	-0.290063
-0.439015	2.28581	0.791204	0.723416	-0.282021
-0.436654	2.29189	0.79674	0.730416	-0.274109
-0.434309	2.29788	0.802211	0.737353	-0.266324
-0.43198	2.30377	0.807619	0.744227	-0.258654
-0.429667	2.30957	0.812961	0.751038	-0.251097
-0.427369	2.31528	0.818239	0.757782	-0.243653
