-1.13938	1.45639	0.078125	0.0455122	-3.26121
-1.01563	1.31793	0.0781304	0.0411881	-2.67238
-0.984677	1.25207	0.0781713	0.0391505	-2.64515
-0.954723	1.19069	0.0782998	0.0372923	-2.62313
-0.925763	1.14214	0.0785208	0.0358729	-2.5997
-0.897564	1.10487	0.0790429	0.0349328	-2.57304
-0.870726	1.08761	0.0812467	0.0353458	-2.49838
-0.846753	1.10084	0.0891646	0.0392625	-2.34198
-0.826913	1.15205	0.106014	0.0488534	-2.14582
-0.810841	1.21481	0.127058	0.0617404	-1.98484
-0.797072	1.2641	0.145045	0.0733405	-1.88573
-0.784745	1.30301	0.159994	0.0833894	-1.80589
-0.773473	1.33509	0.172828	0.0922964	-1.74431
-0.762956	1.36136	0.183614	0.099986	-1.69648
-0.752975	1.38412	0.193202	0.106966	-1.65584
-0.743468	1.40607	0.20256	0.113925	-1.61569
-0.734391	1.42828	0.212278	0.121277	-1.57458
-0.725742	1.45106	0.22248	0.129132	-1.53327
-0.717487	1.47417	0.233145	0.137478	-1.49166
-0.709615	1.4972	0.244069	0.146168	-1.45056
-0.702093	1.51961	0.255002	0.155001	-1.41158
-0.694883	1.54103	0.265734	0.163802	-1.37481
-0.687957	1.56133	0.276163	0.172473	-1.34016
-0.681288	1.58057	0.28625	0.180975	-1.30784
-0.674846	1.5988	0.296	0.189298	-1.27768
-0.668608	1.61619	0.305459	0.197472	-1.24937
-0.662557	1.63297	0.314719	0.205571	-1.22241
-0.656677	1.64934	0.323887	0.21368	-1.19616
-0.65096	1.66551	0.333064	0.221889	-1.17029
-0.645398	1.68158	0.342324	0.230258	-1.14461
-0.639986	1.69758	0.351671	0.238795	-1.11903
-0.634719	1.71341	0.361061	0.247458	-1.09375
-0.629588	1.72899	0.370435	0.256191	-1.06911
-0.624586	1.74421	0.379728	0.26493	-1.04534
-0.619705	1.75905	0.388896	0.273635	-1.02239
-0.614937	1.77347	0.397928	0.282285	-1.00022
-0.610275	1.78751	0.406821	0.290878	-0.978798
-0.605714	1.80119	0.415584	0.299418	-0.958098
-0.601247	1.81455	0.424231	0.307916	-0.938061
-0.596869	1.82764	0.432787	0.316392	-0.918617
-0.592576	1.8405	0.44128	0.32487	-0.899644
-0.588363	1.85319	0.449737	0.333378	-0.880987
-0.584229	1.86573	0.458183	0.341938	-0.862518
-0.58017	1.87813	0.466625	0.350554	-0.844201
-0.576184	1.8904	0.475056	0.359219	-0.826088
-0.572269	1.90251	0.483457	0.367912	-0.808266
-0.568423	1.91443	0.49181	0.376613	-0.790837
-0.564641	1.92614	0.500096	0.385302	-0.773858
-0.560921	1.93764	0.508302	0.393963	-0.7573
-0.55726	1.94892	0.516425	0.402589	-0.74111
-0.553656	1.96	0.524464	0.41118	-0.725282
-0.550107	1.97088	0.532422	0.419736	-0.709813
-0.54661	1.98158	0.540306	0.428264	-0.694685
-0.543164	1.99211	0.548125	0.436769	-0.67989
-0.539766	2.00248	0.555886	0.445261	-0.665398
-0.536414	2.01272	0.563602	0.45375	-0.651146
-0.533108	2.02284	0.571279	0.462241	-0.63708
-0.529846	2.03283	0.578922	0.47074	-0.623151
-0.526626	2.04271	0.586531	0.479244	-0.609372
-0.523449	2.05247	0.594102	0.487749	-0.59576
-0.520312	2.0621	0.601629	0.496247	-0.58236
-0.517214	2.0716	0.609104	0.504726	-0.569195
-0.514153	2.08096	0.61652	0.513181	-0.556299
-0.51113	2.09018	0.623873	0.521602	-0.543656
-0.508141	2.09925	0.631158	0.529984	-0.531249
-0.505187	2.10819	0.638374	0.538326	-0.519061
-0.502266	2.11699	0.645522	0.546626	-0.507094
-0.499377	2.12566	0.652604	0.554885	-0.495341
-0.496519	2.1342	0.659622	0.563106	-0.483806
-0.493691	2.14262	0.66658	0.571291	-0.472474
-0.490893	2.15093	0.67348	0.579443	-0.461344
-0.488122	2.15913	0.680327	0.587565	-0.45038
-0.485379	2.16722	0.687124	0.595659	-0.439571
-0.482663	2.17521	0.69387	0.603724	-0.428887
-0.479973	2.18309	0.700567	0.611761	-0.418329
-0.477309	2.19088	0.707212	0.619766	-0.407904
-0.47467	2.19856	0.713803	0.627736	-0.397622
-0.472055	2.20614	0.720337	0.635665	-0.387503
-0.469464	2.2136	0.72681	0.643548	-0.377549
-0.466896	2.22096	0.733219	0.65138	-0.36778
-0.46435	2.2282	0.739561	0.659157	-0.358185
-0.461826	2.23534	0.745833	0.666875	-0.348763
-0.459323	2.24236	0.752033	0.674531	-0.339501
-0.45684	2.24926	0.758162	0.682122	-0.330399
-0.454378	2.25606	0.764219	0.689649	-0.321457
-0.451934	2.26275	0.770203	0.69711	-0.312671
-0.44951	2.26933	0.776116	0.704504	-0.304045
-0.447104	2.2758	0.781958	0.711832	-0.295572
-0.444715	2.28217	0.787729	0.719094	-0.287253
-0.442344	2.28845	0.793432	0.72629	-0.279078
-0.43999	2.29462	0.799066	0.73342	-0.271038
-0.437652	2.30069	0.804632	0.740484	-0.263128
-0.43533	2.30667	0.810129	0.74748	-0.255337
-0.433024	2.31255	0.815558	0.754407	-0.247665
-0.430734	2.31833	0.820917	0.761263	-0.240115
-0.428458	2.32402	0.826205	0.768046	-0.232688
-0.426196	2.3296	0.83142	0.774751	-0.22539
-0.423949	2.33509	0.836559	0.781375	-0.218226
-0.421716	2.34047	0.841621	0.787916	-0.2112
-0.419496	2.34575	0.846603	0.794368	-0.204315
-0.417289	2.35093	0.851504	0.80073	-0.197573
-0.415094	2.356	0.856321	0.806998	-0.190972
-0.412912	2.36097	0.861053	0.813169	-0.184511
-0.410742	2.36584	0.8657	0.819241	-0.178185
-0.408583	2.37059	0.870259	0.825213	-0.171996
-0.406435	2.37525	0.874732	0.831082	-0.165942
-0.404299	2.3798	0.879116	0.836847	-0.160024
-0.402173	2.38424	0.883411	0.842507	-0.154241
-0.400057	2.38858	0.887618	0.84806	-0.148592
-0.397951	2.39282	0.891736	0.853506	-0.143076
-0.395855	2.39696	0.895764	0.858845	-0.137692
-0.393768	2.401	0.899703	0.864074	-0.132439
-0.39169	2.40493	0.903554	0.869194	-0.127314
-0.389621	2.40877	0.907315	0.874203	-0.122315
-0.38756	2.4125	0.910987	0.879103	-0.117441
-0.385508	2.41614	0.914571	0.883892	-0.112688
-0.383463	2.41968	0.918066	0.88857	-0.108056
-0.381426	2.42312	0.921473	0.893136	-0.103543
-0.379397	2.42647	0.924792	0.89759	-0.099149
-0.377375	2.42972	0.928023	0.901933	-0.0948717
-0.375359	2.43287	0.931166	0.906162	-0.0907102
-0.373351	2.43593	0.93422	0.910278	-0.0866643
